,SiO2,B2O3,Al2O3,MgO,CaO,BaO,Li2O,Na2O,K2O,ZnO,SrO,PbO,Fe2O3,Y2O3,La2O3,TiO2,GeO2,ZrO2,P2O5,V2O5,E
1045,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.30000305175781
1046,0.0,0.536,0.032,0.0,0.0,0.0,0.0,0.2319999999999999,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.59999847412109
1047,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0
1048,0.6723,0.009,0.1359,0.0819,0.0639,0.027,0.0,0.0,0.0,0.0,0.0069999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,86.8
1049,0.0,0.51,0.05,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.93999999999996
1050,0.63,0.085,0.085,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.5
1051,0.3543999999999999,0.3949,0.0,0.0,0.0,0.0,0.0,0.0599999999999999,0.0752999999999999,0.1049999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0
1052,0.8289000000000001,0.0933,0.0091,0.0,0.0,0.0,0.0,0.0,0.0525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.9000015258789
1053,0.7182281771822818,0.0,0.1398860113988601,0.032996700329967,0.046995300469953,0.0608939106089391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.80000305175781
1054,0.0,0.085,0.034,0.0,0.0,0.0,0.1275,0.1275,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.476,0.0,64.9000015258789
1055,0.3996,0.4347999999999999,0.0301,0.0,0.0,0.0,0.0,0.0504999999999999,0.0549,0.0301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.99999999999999
1056,0.6668333166683331,0.0,0.0925907409259074,0.0,0.0474952504749525,0.0,0.0,0.0125987401259874,0.0290970902909709,0.0,0.0,0.1513848615138486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.5999984741211
1057,0.73,0.0,0.0,0.07,0.03,0.0,0.0,0.13,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.9000015258789
1058,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,43.2
1059,0.6631397883873033,0.0027001620097205,0.1203072184331059,0.1537092225533532,0.0530031801908114,0.0,0.0062003720223213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0999984741211
1060,0.4878,0.2439,0.0,0.0,0.0,0.0,0.0,0.0,0.2683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0
1061,0.0,0.7000000000000001,0.05,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.93
1062,0.635,0.033,0.155,0.075,0.059,0.0,0.0,0.0,0.0,0.0,0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0
1063,0.661,0.01,0.141,0.088,0.055,0.0,0.0,0.0,0.0,0.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.19999694824219
1064,0.72,0.0,0.07,0.07,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.69999694824219
1065,0.57,0.19,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.69999694824219
1066,0.731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.6
1067,0.71,0.0,0.04,0.0,0.07,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0
1068,0.8,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.44999999999999
1069,0.6983,0.0,0.1598,0.033,0.047,0.0608999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.6999969482422
1070,0.4897979595919184,0.0,0.1129225845169033,0.0952190438087617,0.0912182436487297,0.0250050010002,0.1284256851370274,0.0,0.0,0.0157031406281256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031506301260252,0.0,81.4000015258789
1071,0.6292629262926294,0.019001900190019,0.0841084108410841,0.0327032703270327,0.0235023502350235,0.0,0.0,0.1544154415441544,0.0343034303430343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0214021402140214,0.0,0.0,75.0
1072,0.7239,0.0,0.0243999999999999,0.0,0.0,0.0,0.0,0.2206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0311,0.0,0.0,0.0,0.0,62.5
1073,0.6681999999999999,0.0,0.1059,0.0547,0.0,0.0,0.0301,0.1103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0293,0.0,0.0,74.17499999999998
1074,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.20000076293945
1075,0.7153,0.1014,0.0,0.0,0.0,0.0,0.0,0.1833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.30000305175778
1076,0.6786000000000001,0.1839,0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0988,0.0,53.59999847412108
1077,0.6738067380673807,0.07670076700767,0.1153011530115301,0.03310033100331,0.0560005600056,0.01310013100131,0.0,0.0,0.0,0.0,0.01610016100161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0150001500015,0.0,73.0
1078,0.6009000000000001,0.0,0.1116,0.0,0.0572,0.0485,0.0,0.0824,0.0232,0.0,0.007,0.0,0.0,0.0,0.0,0.0402,0.0,0.029,0.0,0.0,77.0
1079,0.6182,0.0,0.0862,0.0518,0.2438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.3
1080,0.61996199619962,0.0,0.057005700570057,0.0525052505250525,0.1705170517051705,0.0,0.0,0.0,0.0,0.0,0.1000100010001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0
1081,0.6666333366663334,0.0,0.0666933306669333,0.0,0.0,0.0,0.0,0.2666733326667333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.900001525878906
1082,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,60.29999923706055
1083,0.7000000000000001,0.15,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.9
1084,0.0,0.0,0.198,0.0,0.0,0.0,0.0,0.0,0.126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.658,0.0,68.2
1085,0.634,0.03,0.1445,0.0255,0.0,0.0,0.0,0.1424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0236,0.0,66.69999694824217
1086,0.5,0.1,0.1,0.1,0.1,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.59999847412111
1087,0.6496,0.0,0.0718,0.1211,0.0,0.0,0.0,0.1575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0
1088,0.6406640664066408,0.0891089108910891,0.1351135113511351,0.0,0.0,0.0,0.0,0.1341134113411341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.59999847412108
1089,0.56,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,108.29999999999998
1090,0.6149614961496149,0.0,0.0396039603960396,0.1432143214321432,0.1956195619561956,0.0,0.0,0.0066006600660066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.6999969482422
1091,0.6797,0.0401,0.1199,0.0802,0.0,0.0,0.02,0.0,0.0,0.0401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0
1092,0.7101000000000001,0.0,0.0115,0.038,0.1119,0.0,0.0,0.1195,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.1
1093,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.03,0.0,0.0,77.9000015258789
1094,0.71,0.025,0.119,0.015,0.1009999999999999,0.0,0.0,0.0,0.0,0.0,0.0289999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.80000305175781
1095,0.0,0.0,0.05,0.0,0.0,0.28,0.0,0.0,0.0,0.204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.466,0.0,55.0
1096,0.7282,0.1801,0.0306999999999999,0.0155,0.0447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.00000000000001
1097,0.6846315368463153,0.0,0.0,0.0,0.0682931706829317,0.0,0.0391960803919608,0.0792920707929207,0.0391960803919608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0893910608939105,0.0,0.0,88.59999847412111
1098,0.6652334766523348,0.0036996300369963,0.1138886111388861,0.0482951704829517,0.0,0.0,0.0,0.1528847115288471,0.0137986201379862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0
1099,0.647,0.0279999999999999,0.138,0.107,0.051,0.0,0.0,0.0,0.0,0.0,0.0289999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0
1100,0.7386,0.0998,0.0798,0.0,0.0798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.31000000000002
1101,0.7411,0.0526,0.02,0.0,0.0264,0.0,0.0,0.0,0.1325,0.0,0.0264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.80000305175781
1102,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.09
1103,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.2
1104,0.0,0.0,0.1668166816681668,0.0,0.0,0.0,0.0,0.1668166816681668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6663666366636662,0.0,67.5999984741211
1105,0.6509999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.205,0.0,0.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.1
1106,0.6,0.1,0.15,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0
1107,0.7000000000000001,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.81
1108,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.59999847412109
1109,0.7013999999999999,0.0,0.0109,0.0578999999999999,0.0696999999999999,0.0,0.0,0.1601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0
1110,0.6900000000000001,0.0,0.16,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.79999999999998
1111,0.0,0.78,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.900001525878906
1112,0.7199719971997199,0.0,0.0962096209620962,0.0296029602960296,0.0,0.0,0.0,0.1542154215421542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0
1113,0.8520000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.087,0.0,0.061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.43999999999999
1114,0.0,0.7,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.00000000000001
1115,0.0,0.6,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,43.20000076293946
1116,0.7692,0.0,0.0,0.0,0.0,0.0,0.0,0.1538,0.0,0.0769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.62
1117,0.758,0.0,0.07,0.02,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.69999694824219
1118,0.72,0.0,0.06,0.12,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.3
1119,0.7000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0
1120,0.0,0.84,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.50000000000001
1121,0.6,0.0,0.043,0.01,0.04,0.22,0.0,0.0,0.0,0.0,0.087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.3
1122,0.5981000000000001,0.0,0.1602,0.0341,0.049,0.0,0.0,0.157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.59999999999998
1123,0.6923,0.049,0.0,0.0,0.0978999999999999,0.0,0.0,0.1608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0
1124,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.1
1125,0.6099,0.0,0.067,0.0525,0.0706,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0
1126,0.6,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0
1127,0.65,0.0,0.06,0.12,0.05,0.0,0.01,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,85.2
1128,0.5552,0.015,0.1767,0.1666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.005,0.0,0.0,94.50000000000001
1129,0.7039859202815945,0.0759984800303994,0.0949981000379992,0.0449991000179996,0.0649987000259994,0.0,0.0,0.0,0.0,0.0,0.0149997000059998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.69999694824219
1130,0.6818,0.0682,0.0226999999999999,0.0,0.0,0.0,0.0,0.1817999999999999,0.0,0.0,0.0,0.0454999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.49999999999997
1131,0.6214000000000001,0.0447,0.1526,0.0772,0.0,0.0,0.1041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.4
1132,0.6409999999999999,0.0,0.1889999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,80.19999694824219
1133,0.4758190327613104,0.0421016840673627,0.0595023800952038,0.0595023800952038,0.0594023760950438,0.0,0.0959038361534461,0.0366014640585623,0.0516020640825633,0.0295011800472018,0.0,0.0,0.0,0.0,0.0088003520140805,0.0467018680747229,0.0,0.0341013640545621,0.0,0.0,84.0
1134,0.5742,0.175,0.0,0.0,0.0364,0.0,0.0,0.0724,0.0395,0.06,0.0,0.0,0.0,0.0,0.0,0.0423,0.0,0.0,0.0,0.0,75.8
1135,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.900001525878906
1136,0.6617000000000001,0.0279999999999999,0.1191,0.0781,0.0601,0.021,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.0,80.5
1137,0.679,0.0977,0.1,0.0,0.0727,0.0089,0.0,0.0,0.0,0.0,0.0394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0
1138,0.65,0.025,0.105,0.05,0.0,0.0,0.1,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.5999984741211
1139,0.6705329467053295,0.0451954804519547,0.0586941305869413,0.0,0.0,0.0,0.0947905209479052,0.1066893310668933,0.0,0.0154984501549845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0
1140,0.7178282171782822,0.0,0.0,0.0,0.0350964903509649,0.0,0.0521947805219478,0.0632936706329367,0.0421957804219578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0893910608939105,0.0,0.0,88.5
1141,0.42,0.0,0.227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.223,0.13,0.0,0.0,0.0,0.0,107.50000000000001
1142,0.7993799379937994,0.0,0.0,0.0,0.0,0.0,0.0,0.1811181118111811,0.0,0.0,0.0,0.0,0.0195019501950195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.79999923706055
1143,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.19999694824219
1144,0.0,0.595,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,75.0
1145,0.5036503650365036,0.1272127212721272,0.043004300430043,0.0,0.0,0.2402240224022402,0.0,0.0,0.0,0.084008400840084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0
1146,0.6517325866293315,0.1552077603880194,0.0993049652482624,0.0335016750837541,0.0120006000300015,0.0176008800440022,0.0,0.0,0.0,0.0,0.0261013050652532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.5999984741211
1147,0.6409999999999999,0.05,0.156,0.0,0.0,0.0,0.0,0.143,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.9
1148,0.6092390760923908,0.0026997300269973,0.1146885311468853,0.1526847315268473,0.1206879312068793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0
1149,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.09
1150,0.65,0.0,0.05,0.07,0.07,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.01,0.0,0.05,0.0,0.0,101.0
1151,0.2516748325167483,0.0,0.144985501449855,0.0,0.0,0.0,0.0,0.0,0.0772922707729227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5190480951904809,0.0,68.0
1152,0.663,0.0,0.085,0.0,0.0,0.0,0.1159999999999999,0.109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.0,0.0,84.0
1153,0.7,0.0,0.025,0.0819999999999999,0.055,0.0,0.0,0.132,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0
1154,0.5392,0.1012,0.1069,0.0,0.0,0.0,0.0,0.051,0.0501,0.1505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.4
1155,0.6975,0.0,0.1730999999999999,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1164,0.0,0.0,0.0,0.0,0.0,94.0999984741211
1156,0.6,0.225,0.0,0.0,0.0,0.0,0.0,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0
1157,0.5882000000000001,0.0,0.0,0.0,0.2941,0.0,0.0,0.1176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0
1158,0.65,0.0,0.1,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.3
1159,0.68,0.0,0.1,0.12,0.0,0.0,0.0,0.08,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.6
1160,0.5586,0.2566,0.0673,0.0,0.0,0.0,0.0469,0.0215,0.0128,0.0163999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.899999999999984
1161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7572,0.0,42.59999847412107
1162,0.7028,0.0,0.0,0.0,0.0538,0.0,0.0,0.2434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0
1163,0.0689,0.0,0.0,0.0,0.0,0.0,0.0,0.0689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8622,0.0,0.0,0.0,58.20000000000002
1164,0.4121,0.1484,0.0495,0.0,0.2095,0.115,0.0,0.0,0.0,0.0102,0.0,0.0,0.03,0.0,0.0197999999999999,0.0,0.0,0.0055,0.0,0.0,91.0
1165,0.728,0.102,0.034,0.0,0.0,0.0,0.0,0.136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0999984741211
1166,0.6374,0.0046999999999999,0.1241,0.0486,0.0116,0.0,0.0,0.1568999999999999,0.0144999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0
1167,0.5705,0.0,0.1528,0.0,0.0,0.0,0.146,0.1307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.9000015258789
1168,0.7373999999999999,0.0,0.0101,0.0404,0.0909,0.0,0.0,0.0,0.1211999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.7
1169,0.5489999999999999,0.0642,0.1292,0.0642,0.0642,0.0,0.0,0.1292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.30000305175781
1170,0.6109,0.0613,0.1487,0.0,0.0,0.0,0.0,0.1193,0.0,0.0,0.0584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.4
1171,0.9996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0
1172,0.5716,0.0498,0.075,0.0363,0.0972,0.0,0.0,0.0136,0.0475,0.0444,0.0,0.0646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.5
1173,0.75,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.70000000000001
1174,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.55,0.0,54.09999847412109
1175,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.900001525878906
1176,0.6545000000000001,0.0729,0.0994999999999999,0.1259,0.0,0.0,0.0,0.0,0.0,0.0233,0.0,0.0,0.0,0.0,0.0,0.0237999999999999,0.0,0.0,0.0,0.0,97.97999999999999
1177,0.7142285771422859,0.0,0.0,0.0,0.0,0.1428857114288571,0.0,0.1428857114288571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.9000015258789
1178,0.6672332766723327,0.0235976402359763,0.1224877512248774,0.0325967403259674,0.0,0.0,0.0,0.1378862113788621,0.0139986001399859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0
1179,0.6443355664433558,0.04999500049995,0.0698930106989301,0.0,0.0,0.0,0.0998900109989001,0.0848915108489151,0.03999600039996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0
1180,0.5917,0.0044,0.1137,0.1815,0.1086999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0
1181,0.769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.135,0.0,0.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.40000152587891
1182,0.0,0.0,0.0,0.125,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,59.29999923706056
1183,0.588564686118833,0.0,0.0053996760194388,0.1084934903905765,0.0974941503509789,0.0,0.1279923204607723,0.0440973541587504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027398356098634,0.0,0.0,0.0,0.0,94.0
1184,0.7021,0.0,0.0385,0.0810999999999999,0.0233,0.0,0.0,0.0211,0.0833,0.0,0.0442,0.0,0.0,0.0,0.0,0.0,0.0,0.0053,0.0,0.0,85.0
1185,0.63,0.0,0.05,0.0,0.12,0.03,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.04,0.0,0.0,82.30000305175781
1186,0.6363,0.0,0.1666,0.0,0.0,0.0,0.1238,0.0484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0243999999999999,0.0,79.9000015258789
